0.00.243.503 W srv  llama_server: -----------------
0.00.243.510 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.243.511 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.243.511 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.243.511 W srv  llama_server: -----------------
0.00.256.723 I srv    load_model: loading model 'C:/code/covenant-agent/baselines/qwen/models/qwen3.5-0.8b-s4-q8-fixed.gguf'
0.02.212.005 I cmn          init: llama threadpool init, n_threads = 12
0.02.283.106 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.02.296.728 I srv  llama_server: model loaded
0.02.296.734 I srv  llama_server: listening on http://127.0.0.1:8079
0.05.831.463 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
2.40.719.717 I slot print_timing: id  3 | task 2724 |    graphs reused =       2214
2.40.719.892 I slot      release: id  3 | task 2724 | stop processing: n_tokens = 1537, truncated = 0
2.40.871.445 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
2.40.872.482 I slot launch_slot_: id  3 | task 2750 | processing task, is_child = 0
2.42.345.833 I slot print_timing: id  3 | task 2750 | prompt eval time =     934.37 ms /  1514 tokens (    0.62 ms per token,  1620.35 tokens per second)
2.42.345.848 I slot print_timing: id  3 | task 2750 |        eval time =     538.91 ms /    23 tokens (   24.50 ms per token,    40.82 tokens per second)
2.42.345.851 I slot print_timing: id  3 | task 2750 |       total time =    1473.27 ms /  1537 tokens
2.42.345.852 I slot print_timing: id  3 | task 2750 |    graphs reused =       2235
2.42.346.047 I slot      release: id  3 | task 2750 | stop processing: n_tokens = 1536, truncated = 0
2.42.505.862 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
2.42.506.534 I slot launch_slot_: id  3 | task 2776 | processing task, is_child = 0
2.44.024.288 I slot print_timing: id  3 | task 2776 | prompt eval time =     928.56 ms /  1515 tokens (    0.61 ms per token,  1631.56 tokens per second)
2.44.024.305 I slot print_timing: id  3 | task 2776 |        eval time =     589.12 ms /    32 tokens (   19.00 ms per token,    52.62 tokens per second)
2.44.024.307 I slot print_timing: id  3 | task 2776 |       total time =    1517.68 ms /  1547 tokens
2.44.024.309 I slot print_timing: id  3 | task 2776 |    graphs reused =       2264
2.44.024.487 I slot      release: id  3 | task 2776 | stop processing: n_tokens = 1546, truncated = 0
2.44.133.565 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.508
2.44.134.035 I slot launch_slot_: id  3 | task 2811 | processing task, is_child = 0
2.45.668.824 I slot print_timing: id  3 | task 2811 | prompt eval time =     946.98 ms /  1516 tokens (    0.62 ms per token,  1600.88 tokens per second)
2.45.668.841 I slot print_timing: id  3 | task 2811 |        eval time =     587.75 ms /    32 tokens (   18.96 ms per token,    52.74 tokens per second)
2.45.668.844 I slot print_timing: id  3 | task 2811 |       total time =    1534.74 ms /  1548 tokens
2.45.668.845 I slot print_timing: id  3 | task 2811 |    graphs reused =       2293
2.45.669.022 I slot      release: id  3 | task 2811 | stop processing: n_tokens = 1547, truncated = 0
2.45.809.774 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.507
2.45.810.526 I slot launch_slot_: id  3 | task 2846 | processing task, is_child = 0
2.47.331.427 I slot print_timing: id  3 | task 2846 | prompt eval time =     929.27 ms /  1514 tokens (    0.61 ms per token,  1629.24 tokens per second)
2.47.331.437 I slot print_timing: id  3 | task 2846 |        eval time =     591.58 ms /    28 tokens (   21.91 ms per token,    45.64 tokens per second)
2.47.331.440 I slot print_timing: id  3 | task 2846 |       total time =    1520.85 ms /  1542 tokens
2.47.331.441 I slot print_timing: id  3 | task 2846 |    graphs reused =       2318
2.47.331.597 I slot      release: id  3 | task 2846 | stop processing: n_tokens = 1541, truncated = 0
2.47.480.780 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.509
2.47.481.409 I slot launch_slot_: id  3 | task 2877 | processing task, is_child = 0
2.49.064.632 I slot print_timing: id  3 | task 2877 | prompt eval time =     930.20 ms /  1514 tokens (    0.61 ms per token,  1627.62 tokens per second)
2.49.064.650 I slot print_timing: id  3 | task 2877 |        eval time =     652.96 ms /    30 tokens (   22.52 ms per token,    44.41 tokens per second)
2.49.064.653 I slot print_timing: id  3 | task 2877 |       total time =    1583.16 ms /  1544 tokens
2.49.064.654 I slot print_timing: id  3 | task 2877 |    graphs reused =       2345
2.49.064.839 I slot      release: id  3 | task 2877 | stop processing: n_tokens = 1543, truncated = 0
2.49.189.286 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.509
2.49.189.862 I slot launch_slot_: id  3 | task 2910 | processing task, is_child = 0
2.50.651.120 I slot print_timing: id  3 | task 2910 | prompt eval time =     948.51 ms /  1514 tokens (    0.63 ms per token,  1596.19 tokens per second)
2.50.651.138 I slot print_timing: id  3 | task 2910 |        eval time =     512.68 ms /    23 tokens (   23.30 ms per token,    42.91 tokens per second)
2.50.651.140 I slot print_timing: id  3 | task 2910 |       total time =    1461.19 ms /  1537 tokens
2.50.651.142 I slot print_timing: id  3 | task 2910 |    graphs reused =       2366
2.50.651.323 I slot      release: id  3 | task 2910 | stop processing: n_tokens = 1536, truncated = 0
2.50.783.748 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
2.50.784.505 I slot launch_slot_: id  3 | task 2936 | processing task, is_child = 0
2.52.560.543 I slot print_timing: id  3 | task 2936 | prompt eval time =     925.48 ms /  1514 tokens (    0.61 ms per token,  1635.91 tokens per second)
2.52.560.555 I slot print_timing: id  3 | task 2936 |        eval time =     850.48 ms /    33 tokens (   26.58 ms per token,    37.63 tokens per second)
2.52.560.556 I slot print_timing: id  3 | task 2936 |       total time =    1775.96 ms /  1547 tokens
2.52.560.557 I slot print_timing: id  3 | task 2936 |    graphs reused =       2396
2.52.560.710 I slot      release: id  3 | task 2936 | stop processing: n_tokens = 1546, truncated = 0
2.52.703.522 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.507
2.52.704.084 I slot launch_slot_: id  3 | task 2972 | processing task, is_child = 0
2.53.906.490 I slot print_timing: id  3 | task 2972 | prompt eval time =     931.90 ms /  1514 tokens (    0.62 ms per token,  1624.64 tokens per second)
2.53.906.503 I slot print_timing: id  3 | task 2972 |        eval time =     270.44 ms /    11 tokens (   27.04 ms per token,    36.98 tokens per second)
2.53.906.505 I slot print_timing: id  3 | task 2972 |       total time =    1202.34 ms /  1525 tokens
2.53.906.506 I slot print_timing: id  3 | task 2972 |    graphs reused =       2405
2.53.906.661 I slot      release: id  3 | task 2972 | stop processing: n_tokens = 1524, truncated = 0
2.54.024.001 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.514 (> 0.100 thold), f_keep = 0.515
2.54.024.529 I slot launch_slot_: id  3 | task 2986 | processing task, is_child = 0
2.55.712.185 I slot print_timing: id  3 | task 2986 | prompt eval time =     996.68 ms /  1527 tokens (    0.65 ms per token,  1532.09 tokens per second)
2.55.712.196 I slot print_timing: id  3 | task 2986 |        eval time =     690.91 ms /    25 tokens (   28.79 ms per token,    34.74 tokens per second)
2.55.712.198 I slot print_timing: id  3 | task 2986 |       total time =    1687.59 ms /  1552 tokens
2.55.712.199 I slot print_timing: id  3 | task 2986 |    graphs reused =       2427
2.55.712.389 I slot      release: id  3 | task 2986 | stop processing: n_tokens = 1551, truncated = 0
2.55.863.848 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.506
2.55.864.465 I slot launch_slot_: id  3 | task 3014 | processing task, is_child = 0
2.57.255.915 I slot print_timing: id  3 | task 3014 | prompt eval time =     944.62 ms /  1514 tokens (    0.62 ms per token,  1602.77 tokens per second)
2.57.255.929 I slot print_timing: id  3 | task 3014 |        eval time =     446.77 ms /    23 tokens (   20.31 ms per token,    49.24 tokens per second)
2.57.255.931 I slot print_timing: id  3 | task 3014 |       total time =    1391.39 ms /  1537 tokens
2.57.255.932 I slot print_timing: id  3 | task 3014 |    graphs reused =       2448
2.57.256.051 I slot      release: id  3 | task 3014 | stop processing: n_tokens = 1536, truncated = 0
2.57.388.126 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
2.57.388.819 I slot launch_slot_: id  3 | task 3040 | processing task, is_child = 0
2.58.825.206 I slot print_timing: id  3 | task 3040 | prompt eval time =     915.72 ms /  1514 tokens (    0.60 ms per token,  1653.35 tokens per second)
2.58.825.234 I slot print_timing: id  3 | task 3040 |        eval time =     520.59 ms /    23 tokens (   23.66 ms per token,    42.26 tokens per second)
2.58.825.236 I slot print_timing: id  3 | task 3040 |       total time =    1436.31 ms /  1537 tokens
2.58.825.238 I slot print_timing: id  3 | task 3040 |    graphs reused =       2469
2.58.825.454 I slot      release: id  3 | task 3040 | stop processing: n_tokens = 1536, truncated = 0
2.58.936.554 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
2.58.937.340 I slot launch_slot_: id  3 | task 3066 | processing task, is_child = 0
3.00.418.603 I slot print_timing: id  3 | task 3066 | prompt eval time =     960.58 ms /  1514 tokens (    0.63 ms per token,  1576.13 tokens per second)
3.00.418.624 I slot print_timing: id  3 | task 3066 |        eval time =     520.61 ms /    23 tokens (   23.66 ms per token,    42.26 tokens per second)
3.00.418.627 I slot print_timing: id  3 | task 3066 |       total time =    1481.19 ms /  1537 tokens
3.00.418.629 I slot print_timing: id  3 | task 3066 |    graphs reused =       2490
3.00.418.828 I slot      release: id  3 | task 3066 | stop processing: n_tokens = 1536, truncated = 0
3.00.558.684 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.517 (> 0.100 thold), f_keep = 0.511
3.00.559.328 I slot launch_slot_: id  3 | task 3092 | processing task, is_child = 0
3.02.178.423 I slot print_timing: id  3 | task 3092 | prompt eval time =     922.63 ms /  1517 tokens (    0.61 ms per token,  1644.22 tokens per second)
3.02.178.435 I slot print_timing: id  3 | task 3092 |        eval time =     696.40 ms /    32 tokens (   22.46 ms per token,    44.51 tokens per second)
3.02.178.437 I slot print_timing: id  3 | task 3092 |       total time =    1619.03 ms /  1549 tokens
3.02.178.438 I slot print_timing: id  3 | task 3092 |    graphs reused =       2519
3.02.178.588 I slot      release: id  3 | task 3092 | stop processing: n_tokens = 1548, truncated = 0
3.02.317.545 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.507
3.02.318.197 I slot launch_slot_: id  3 | task 3127 | processing task, is_child = 0
3.04.067.982 I slot print_timing: id  3 | task 3127 | prompt eval time =     930.49 ms /  1515 tokens (    0.61 ms per token,  1628.17 tokens per second)
3.04.067.994 I slot print_timing: id  3 | task 3127 |        eval time =     819.23 ms /    32 tokens (   26.43 ms per token,    37.84 tokens per second)
3.04.067.996 I slot print_timing: id  3 | task 3127 |       total time =    1749.72 ms /  1547 tokens
3.04.067.998 I slot print_timing: id  3 | task 3127 |    graphs reused =       2548
3.04.068.168 I slot      release: id  3 | task 3127 | stop processing: n_tokens = 1546, truncated = 0
3.04.225.542 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.508
3.04.226.028 I slot launch_slot_: id  3 | task 3162 | processing task, is_child = 0
3.05.350.233 I slot print_timing: id  3 | task 3162 | prompt eval time =     959.04 ms /  1514 tokens (    0.63 ms per token,  1578.66 tokens per second)
3.05.350.243 I slot print_timing: id  3 | task 3162 |        eval time =     165.11 ms /    11 tokens (   16.51 ms per token,    60.57 tokens per second)
3.05.350.245 I slot print_timing: id  3 | task 3162 |       total time =    1124.15 ms /  1525 tokens
3.05.350.246 I slot print_timing: id  3 | task 3162 |    graphs reused =       2557
3.05.350.405 I slot      release: id  3 | task 3162 | stop processing: n_tokens = 1524, truncated = 0
3.05.489.042 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.515 (> 0.100 thold), f_keep = 0.515
3.05.489.875 I slot launch_slot_: id  3 | task 3176 | processing task, is_child = 0
3.07.112.002 I slot print_timing: id  3 | task 3176 | prompt eval time =     955.31 ms /  1523 tokens (    0.63 ms per token,  1594.25 tokens per second)
3.07.112.014 I slot print_timing: id  3 | task 3176 |        eval time =     666.75 ms /    30 tokens (   22.99 ms per token,    43.49 tokens per second)
3.07.112.016 I slot print_timing: id  3 | task 3176 |       total time =    1622.06 ms /  1553 tokens
3.07.112.018 I slot print_timing: id  3 | task 3176 |    graphs reused =       2584
3.07.112.188 I slot      release: id  3 | task 3176 | stop processing: n_tokens = 1552, truncated = 0
3.07.249.456 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.506
3.07.249.977 I slot launch_slot_: id  3 | task 3209 | processing task, is_child = 0
3.08.737.892 I slot print_timing: id  3 | task 3209 | prompt eval time =     963.24 ms /  1516 tokens (    0.64 ms per token,  1573.85 tokens per second)
3.08.737.909 I slot print_timing: id  3 | task 3209 |        eval time =     524.61 ms /    23 tokens (   23.85 ms per token,    41.94 tokens per second)
3.08.737.911 I slot print_timing: id  3 | task 3209 |       total time =    1487.85 ms /  1539 tokens
3.08.737.913 I slot print_timing: id  3 | task 3209 |    graphs reused =       2604
3.08.738.093 I slot      release: id  3 | task 3209 | stop processing: n_tokens = 1538, truncated = 0
3.08.867.088 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.510
3.08.867.754 I slot launch_slot_: id  3 | task 3235 | processing task, is_child = 0
3.10.511.869 I slot print_timing: id  3 | task 3235 | prompt eval time =     948.28 ms /  1513 tokens (    0.63 ms per token,  1595.52 tokens per second)
3.10.511.880 I slot print_timing: id  3 | task 3235 |        eval time =     695.77 ms /    31 tokens (   23.19 ms per token,    43.12 tokens per second)
3.10.511.882 I slot print_timing: id  3 | task 3235 |       total time =    1644.05 ms /  1544 tokens
3.10.511.883 I slot print_timing: id  3 | task 3235 |    graphs reused =       2632
3.10.512.037 I slot      release: id  3 | task 3235 | stop processing: n_tokens = 1543, truncated = 0
3.10.631.408 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.509
3.10.631.906 I slot launch_slot_: id  3 | task 3269 | processing task, is_child = 0
3.12.151.467 I slot print_timing: id  3 | task 3269 | prompt eval time =    1002.58 ms /  1516 tokens (    0.66 ms per token,  1512.10 tokens per second)
3.12.151.478 I slot print_timing: id  3 | task 3269 |        eval time =     516.92 ms /    23 tokens (   23.50 ms per token,    42.56 tokens per second)
3.12.151.481 I slot print_timing: id  3 | task 3269 |       total time =    1519.50 ms /  1539 tokens
3.12.151.483 I slot print_timing: id  3 | task 3269 |    graphs reused =       2652
3.12.151.648 I slot      release: id  3 | task 3269 | stop processing: n_tokens = 1538, truncated = 0
3.12.257.333 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.510
3.12.257.787 I slot launch_slot_: id  3 | task 3295 | processing task, is_child = 0
3.13.734.565 I slot print_timing: id  3 | task 3295 | prompt eval time =     923.83 ms /  1513 tokens (    0.61 ms per token,  1637.75 tokens per second)
3.13.734.582 I slot print_timing: id  3 | task 3295 |        eval time =     552.89 ms /    29 tokens (   19.75 ms per token,    50.64 tokens per second)
3.13.734.585 I slot print_timing: id  3 | task 3295 |       total time =    1476.72 ms /  1542 tokens
3.13.734.587 I slot print_timing: id  3 | task 3295 |    graphs reused =       2678
3.13.734.768 I slot      release: id  3 | task 3295 | stop processing: n_tokens = 1541, truncated = 0
3.13.872.199 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.509
3.13.872.856 I slot launch_slot_: id  3 | task 3327 | processing task, is_child = 0
3.15.702.047 I slot print_timing: id  3 | task 3327 | prompt eval time =    1033.48 ms /  1513 tokens (    0.68 ms per token,  1463.98 tokens per second)
3.15.702.061 I slot print_timing: id  3 | task 3327 |        eval time =     795.64 ms /    32 tokens (   25.67 ms per token,    38.96 tokens per second)
3.15.702.063 I slot print_timing: id  3 | task 3327 |       total time =    1829.13 ms /  1545 tokens
3.15.702.065 I slot print_timing: id  3 | task 3327 |    graphs reused =       2707
3.15.702.238 I slot      release: id  3 | task 3327 | stop processing: n_tokens = 1544, truncated = 0
3.15.834.547 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.508
3.15.835.329 I slot launch_slot_: id  3 | task 3362 | processing task, is_child = 0
3.17.343.718 I slot print_timing: id  3 | task 3362 | prompt eval time =     915.70 ms /  1515 tokens (    0.60 ms per token,  1654.48 tokens per second)
3.17.343.736 I slot print_timing: id  3 | task 3362 |        eval time =     592.62 ms /    32 tokens (   19.12 ms per token,    52.31 tokens per second)
3.17.343.739 I slot print_timing: id  3 | task 3362 |       total time =    1508.32 ms /  1547 tokens
3.17.343.741 I slot print_timing: id  3 | task 3362 |    graphs reused =       2736
3.17.343.932 I slot      release: id  3 | task 3362 | stop processing: n_tokens = 1546, truncated = 0
3.17.440.660 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.508
3.17.441.483 I slot launch_slot_: id  3 | task 3397 | processing task, is_child = 0
3.18.933.717 I slot print_timing: id  3 | task 3397 | prompt eval time =     913.95 ms /  1513 tokens (    0.60 ms per token,  1655.46 tokens per second)
3.18.933.741 I slot print_timing: id  3 | task 3397 |        eval time =     578.21 ms /    32 tokens (   18.65 ms per token,    53.61 tokens per second)
3.18.933.744 I slot print_timing: id  3 | task 3397 |       total time =    1492.15 ms /  1545 tokens
3.18.933.746 I slot print_timing: id  3 | task 3397 |    graphs reused =       2765
3.18.933.949 I slot      release: id  3 | task 3397 | stop processing: n_tokens = 1544, truncated = 0
3.19.049.609 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.508
3.19.050.122 I slot launch_slot_: id  3 | task 3432 | processing task, is_child = 0
3.20.546.079 I slot print_timing: id  3 | task 3432 | prompt eval time =     936.59 ms /  1515 tokens (    0.62 ms per token,  1617.58 tokens per second)
3.20.546.102 I slot print_timing: id  3 | task 3432 |        eval time =     559.31 ms /    31 tokens (   18.64 ms per token,    53.64 tokens per second)
3.20.546.104 I slot print_timing: id  3 | task 3432 |       total time =    1495.89 ms /  1546 tokens
3.20.546.106 I slot print_timing: id  3 | task 3432 |    graphs reused =       2793
3.20.546.285 I slot      release: id  3 | task 3432 | stop processing: n_tokens = 1545, truncated = 0
3.20.646.090 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.508
3.20.646.692 I slot launch_slot_: id  3 | task 3466 | processing task, is_child = 0
3.22.173.464 I slot print_timing: id  3 | task 3466 | prompt eval time =     982.15 ms /  1513 tokens (    0.65 ms per token,  1540.50 tokens per second)
3.22.173.484 I slot print_timing: id  3 | task 3466 |        eval time =     544.55 ms /    29 tokens (   19.45 ms per token,    51.42 tokens per second)
3.22.173.487 I slot print_timing: id  3 | task 3466 |       total time =    1526.70 ms /  1542 tokens
3.22.173.488 I slot print_timing: id  3 | task 3466 |    graphs reused =       2819
3.22.173.701 I slot      release: id  3 | task 3466 | stop processing: n_tokens = 1541, truncated = 0
3.22.273.413 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.509
3.22.274.285 I slot launch_slot_: id  3 | task 3498 | processing task, is_child = 0
3.23.773.883 I slot print_timing: id  3 | task 3498 | prompt eval time =     944.73 ms /  1514 tokens (    0.62 ms per token,  1602.58 tokens per second)
3.23.773.902 I slot print_timing: id  3 | task 3498 |        eval time =     554.79 ms /    29 tokens (   19.81 ms per token,    50.47 tokens per second)
3.23.773.905 I slot print_timing: id  3 | task 3498 |       total time =    1499.52 ms /  1543 tokens
3.23.773.910 I slot print_timing: id  3 | task 3498 |    graphs reused =       2845
3.23.774.096 I slot      release: id  3 | task 3498 | stop processing: n_tokens = 1542, truncated = 0
3.23.872.063 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.509
3.23.872.557 I slot launch_slot_: id  3 | task 3530 | processing task, is_child = 0
3.25.226.728 I slot print_timing: id  3 | task 3530 | prompt eval time =     948.65 ms /  1515 tokens (    0.63 ms per token,  1597.00 tokens per second)
3.25.226.739 I slot print_timing: id  3 | task 3530 |        eval time =     405.46 ms /    22 tokens (   19.31 ms per token,    51.79 tokens per second)
3.25.226.741 I slot print_timing: id  3 | task 3530 |       total time =    1354.11 ms /  1537 tokens
3.25.226.742 I slot print_timing: id  3 | task 3530 |    graphs reused =       2865
3.25.226.890 I slot      release: id  3 | task 3530 | stop processing: n_tokens = 1536, truncated = 0
3.25.625.366 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.598 (> 0.100 thold), f_keep = 0.507
3.25.625.826 I slot launch_slot_: id  3 | task 3555 | processing task, is_child = 0
3.26.746.392 I slot print_timing: id  3 | task 3555 | prompt eval time =     907.34 ms /  1302 tokens (    0.70 ms per token,  1434.97 tokens per second)
3.26.746.408 I slot print_timing: id  3 | task 3555 |        eval time =     213.17 ms /    14 tokens (   16.40 ms per token,    60.99 tokens per second)
3.26.746.411 I slot print_timing: id  3 | task 3555 |       total time =    1120.51 ms /  1316 tokens
3.26.746.413 I slot print_timing: id  3 | task 3555 |    graphs reused =       2877
3.26.746.583 I slot      release: id  3 | task 3555 | stop processing: n_tokens = 1315, truncated = 0
3.26.879.858 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.598
3.26.880.269 I slot launch_slot_: id  3 | task 3572 | processing task, is_child = 0
3.28.174.864 I slot print_timing: id  3 | task 3572 | prompt eval time =    1081.09 ms /   521 tokens (    2.08 ms per token,   481.92 tokens per second)
3.28.174.880 I slot print_timing: id  3 | task 3572 |        eval time =     213.42 ms /    14 tokens (   16.42 ms per token,    60.91 tokens per second)
3.28.174.883 I slot print_timing: id  3 | task 3572 |       total time =    1294.52 ms /   535 tokens
3.28.174.885 I slot print_timing: id  3 | task 3572 |    graphs reused =       2889
3.28.175.081 I slot      release: id  3 | task 3572 | stop processing: n_tokens = 1320, truncated = 0
3.28.291.963 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.596
3.28.292.682 I slot launch_slot_: id  3 | task 3589 | processing task, is_child = 0
3.29.256.509 I slot print_timing: id  3 | task 3589 | prompt eval time =     562.66 ms /   521 tokens (    1.08 ms per token,   925.95 tokens per second)
3.29.256.522 I slot print_timing: id  3 | task 3589 |        eval time =     401.08 ms /    15 tokens (   28.65 ms per token,    34.91 tokens per second)
3.29.256.524 I slot print_timing: id  3 | task 3589 |       total time =     963.75 ms /   536 tokens
3.29.256.525 I slot print_timing: id  3 | task 3589 |    graphs reused =       2902
3.29.256.681 I slot      release: id  3 | task 3589 | stop processing: n_tokens = 1321, truncated = 0
3.29.411.511 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.604 (> 0.100 thold), f_keep = 0.596
3.29.412.061 I slot launch_slot_: id  3 | task 3607 | processing task, is_child = 0
3.30.761.695 I slot print_timing: id  3 | task 3607 | prompt eval time =     503.76 ms /   516 tokens (    0.98 ms per token,  1024.30 tokens per second)
3.30.761.707 I slot print_timing: id  3 | task 3607 |        eval time =     845.80 ms /    27 tokens (   32.53 ms per token,    30.74 tokens per second)
3.30.761.709 I slot print_timing: id  3 | task 3607 |       total time =    1349.56 ms /   543 tokens
3.30.761.711 I slot print_timing: id  3 | task 3607 |    graphs reused =       2927
3.30.761.914 I slot      release: id  3 | task 3607 | stop processing: n_tokens = 1328, truncated = 0
3.30.891.745 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.605 (> 0.100 thold), f_keep = 0.593
3.30.892.286 I slot launch_slot_: id  3 | task 3636 | processing task, is_child = 0
3.31.613.563 I slot print_timing: id  3 | task 3636 | prompt eval time =     509.91 ms /   514 tokens (    0.99 ms per token,  1008.03 tokens per second)
3.31.613.587 I slot print_timing: id  3 | task 3636 |        eval time =     211.30 ms /    14 tokens (   16.25 ms per token,    61.52 tokens per second)
3.31.613.590 I slot print_timing: id  3 | task 3636 |       total time =     721.21 ms /   528 tokens
3.31.613.591 I slot print_timing: id  3 | task 3636 |    graphs reused =       2939
3.31.613.757 I slot      release: id  3 | task 3636 | stop processing: n_tokens = 1313, truncated = 0
3.31.720.922 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.599
3.31.721.592 I slot launch_slot_: id  3 | task 3652 | processing task, is_child = 0
3.32.478.627 I slot print_timing: id  3 | task 3652 | prompt eval time =     548.36 ms /   521 tokens (    1.05 ms per token,   950.11 tokens per second)
3.32.478.661 I slot print_timing: id  3 | task 3652 |        eval time =     208.59 ms /    14 tokens (   16.05 ms per token,    62.32 tokens per second)
3.32.478.663 I slot print_timing: id  3 | task 3652 |       total time =     756.95 ms /   535 tokens
3.32.478.665 I slot print_timing: id  3 | task 3652 |    graphs reused =       2951
3.32.478.837 I slot      release: id  3 | task 3652 | stop processing: n_tokens = 1320, truncated = 0
3.32.609.427 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.596
3.32.609.983 I slot launch_slot_: id  3 | task 3669 | processing task, is_child = 0
3.33.346.178 I slot print_timing: id  3 | task 3669 | prompt eval time =     530.11 ms /   521 tokens (    1.02 ms per token,   982.82 tokens per second)
3.33.346.194 I slot print_timing: id  3 | task 3669 |        eval time =     206.02 ms /    14 tokens (   15.85 ms per token,    63.10 tokens per second)
3.33.346.198 I slot print_timing: id  3 | task 3669 |       total time =     736.12 ms /   535 tokens
3.33.346.200 I slot print_timing: id  3 | task 3669 |    graphs reused =       2963
3.33.346.381 I slot      release: id  3 | task 3669 | stop processing: n_tokens = 1320, truncated = 0
3.33.451.312 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.596
3.33.451.847 I slot launch_slot_: id  3 | task 3686 | processing task, is_child = 0
3.34.190.830 I slot print_timing: id  3 | task 3686 | prompt eval time =     530.73 ms /   521 tokens (    1.02 ms per token,   981.66 tokens per second)
3.34.190.842 I slot print_timing: id  3 | task 3686 |        eval time =     208.18 ms /    14 tokens (   16.01 ms per token,    62.45 tokens per second)
3.34.190.844 I slot print_timing: id  3 | task 3686 |       total time =     738.91 ms /   535 tokens
3.34.190.846 I slot print_timing: id  3 | task 3686 |    graphs reused =       2975
3.34.191.006 I slot      release: id  3 | task 3686 | stop processing: n_tokens = 1320, truncated = 0
