0.00.163.112 W srv  llama_server: -----------------
0.00.163.127 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.163.128 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.163.129 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.163.129 W srv  llama_server: -----------------
0.00.170.854 I srv    load_model: loading model 'C:/code/covenant-agent/baselines/qwen/models/qwen3.5-0.8b-s2r-q8.gguf'
0.05.400.434 I cmn          init: llama threadpool init, n_threads = 12
0.05.603.531 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.05.625.664 I srv  llama_server: model loaded
0.05.625.760 I srv  llama_server: listening on http://127.0.0.1:8078
0.12.589.310 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
2.54.864.341 I slot print_timing: id  3 | task 1118 |    graphs reused =        979
2.54.864.590 I slot      release: id  3 | task 1118 | stop processing: n_tokens = 1441, truncated = 0
2.55.144.373 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.484
2.55.892.368 I slot launch_slot_: id  3 | task 1153 | processing task, is_child = 0
2.59.543.954 I slot print_timing: id  3 | task 1153 | prompt eval time =    2516.93 ms /  1403 tokens (    1.79 ms per token,   557.42 tokens per second)
2.59.543.974 I slot print_timing: id  3 | task 1153 |        eval time =    1134.51 ms /    32 tokens (   36.60 ms per token,    27.32 tokens per second)
2.59.543.976 I slot print_timing: id  3 | task 1153 |       total time =    3651.44 ms /  1435 tokens
2.59.543.978 I slot print_timing: id  3 | task 1153 |    graphs reused =       1009
2.59.544.231 I slot      release: id  3 | task 1153 | stop processing: n_tokens = 1434, truncated = 0
2.59.758.038 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.494 (> 0.100 thold), f_keep = 0.486
3.00.057.853 I slot launch_slot_: id  3 | task 1188 | processing task, is_child = 0
3.03.630.479 I slot print_timing: id  3 | task 1188 | prompt eval time =    2362.21 ms /  1411 tokens (    1.67 ms per token,   597.32 tokens per second)
3.03.630.500 I slot print_timing: id  3 | task 1188 |        eval time =    1210.30 ms /    29 tokens (   43.22 ms per token,    23.13 tokens per second)
3.03.630.502 I slot print_timing: id  3 | task 1188 |       total time =    3572.51 ms /  1440 tokens
3.03.630.509 I slot print_timing: id  3 | task 1188 |    graphs reused =       1036
3.03.630.901 I slot      release: id  3 | task 1188 | stop processing: n_tokens = 1439, truncated = 0
3.04.001.067 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.484
3.04.597.526 I slot launch_slot_: id  3 | task 1220 | processing task, is_child = 0
3.08.328.674 I slot print_timing: id  3 | task 1220 | prompt eval time =    2375.25 ms /  1403 tokens (    1.69 ms per token,   590.67 tokens per second)
3.08.328.700 I slot print_timing: id  3 | task 1220 |        eval time =    1355.76 ms /    32 tokens (   43.73 ms per token,    22.87 tokens per second)
3.08.328.703 I slot print_timing: id  3 | task 1220 |       total time =    3731.01 ms /  1435 tokens
3.08.328.706 I slot print_timing: id  3 | task 1220 |    graphs reused =       1066
3.08.328.982 I slot      release: id  3 | task 1220 | stop processing: n_tokens = 1434, truncated = 0
3.08.599.120 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.486
3.09.094.706 I slot launch_slot_: id  3 | task 1255 | processing task, is_child = 0
3.12.620.356 I slot print_timing: id  3 | task 1255 | prompt eval time =    2151.26 ms /  1403 tokens (    1.53 ms per token,   652.17 tokens per second)
3.12.620.374 I slot print_timing: id  3 | task 1255 |        eval time =    1374.24 ms /    35 tokens (   40.42 ms per token,    24.74 tokens per second)
3.12.620.378 I slot print_timing: id  3 | task 1255 |       total time =    3525.51 ms /  1438 tokens
3.12.620.381 I slot print_timing: id  3 | task 1255 |    graphs reused =       1099
3.12.620.636 I slot      release: id  3 | task 1255 | stop processing: n_tokens = 1437, truncated = 0
3.12.879.452 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.485
3.13.506.949 I slot launch_slot_: id  3 | task 1293 | processing task, is_child = 0
3.17.467.209 I slot print_timing: id  3 | task 1293 | prompt eval time =    2423.81 ms /  1403 tokens (    1.73 ms per token,   578.84 tokens per second)
3.17.467.255 I slot print_timing: id  3 | task 1293 |        eval time =    1536.29 ms /    35 tokens (   45.19 ms per token,    22.13 tokens per second)
3.17.467.259 I slot print_timing: id  3 | task 1293 |       total time =    3960.10 ms /  1438 tokens
3.17.467.269 I slot print_timing: id  3 | task 1293 |    graphs reused =       1132
3.17.467.552 I slot      release: id  3 | task 1293 | stop processing: n_tokens = 1437, truncated = 0
3.17.754.104 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.495 (> 0.100 thold), f_keep = 0.484
3.18.399.298 I slot launch_slot_: id  3 | task 1331 | processing task, is_child = 0
3.21.317.889 I slot print_timing: id  3 | task 1331 | prompt eval time =    2563.70 ms /  1406 tokens (    1.82 ms per token,   548.43 tokens per second)
3.21.317.915 I slot print_timing: id  3 | task 1331 |        eval time =     354.72 ms /     8 tokens (   50.67 ms per token,    19.73 tokens per second)
3.21.317.918 I slot print_timing: id  3 | task 1331 |       total time =    2918.42 ms /  1414 tokens
3.21.317.921 I slot print_timing: id  3 | task 1331 |    graphs reused =       1138
3.21.318.199 I slot      release: id  3 | task 1331 | stop processing: n_tokens = 1413, truncated = 0
3.21.604.540 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.495 (> 0.100 thold), f_keep = 0.493
3.22.360.591 I slot launch_slot_: id  3 | task 1342 | processing task, is_child = 0
3.26.256.847 I slot print_timing: id  3 | task 1342 | prompt eval time =    2552.74 ms /  1406 tokens (    1.82 ms per token,   550.78 tokens per second)
3.26.256.867 I slot print_timing: id  3 | task 1342 |        eval time =    1343.02 ms /    32 tokens (   43.32 ms per token,    23.08 tokens per second)
3.26.256.903 I slot print_timing: id  3 | task 1342 |       total time =    3895.77 ms /  1438 tokens
3.26.256.923 I slot print_timing: id  3 | task 1342 |    graphs reused =       1168
3.26.257.108 I slot      release: id  3 | task 1342 | stop processing: n_tokens = 1437, truncated = 0
3.26.588.606 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.484
3.27.194.363 I slot launch_slot_: id  3 | task 1377 | processing task, is_child = 0
3.30.272.292 I slot print_timing: id  3 | task 1377 | prompt eval time =    2230.87 ms /  1404 tokens (    1.59 ms per token,   629.35 tokens per second)
3.30.272.308 I slot print_timing: id  3 | task 1377 |        eval time =     846.89 ms /    32 tokens (   27.32 ms per token,    36.60 tokens per second)
3.30.272.314 I slot print_timing: id  3 | task 1377 |       total time =    3077.75 ms /  1436 tokens
3.30.272.320 I slot print_timing: id  3 | task 1377 |    graphs reused =       1198
3.30.272.557 I slot      release: id  3 | task 1377 | stop processing: n_tokens = 1435, truncated = 0
3.30.560.389 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.495 (> 0.100 thold), f_keep = 0.485
3.30.874.992 I slot launch_slot_: id  3 | task 1412 | processing task, is_child = 0
3.34.523.365 I slot print_timing: id  3 | task 1412 | prompt eval time =    2371.74 ms /  1406 tokens (    1.69 ms per token,   592.81 tokens per second)
3.34.523.378 I slot print_timing: id  3 | task 1412 |        eval time =    1276.54 ms /    32 tokens (   41.18 ms per token,    24.28 tokens per second)
3.34.523.380 I slot print_timing: id  3 | task 1412 |       total time =    3648.28 ms /  1438 tokens
3.34.523.382 I slot print_timing: id  3 | task 1412 |    graphs reused =       1228
3.34.523.751 I slot      release: id  3 | task 1412 | stop processing: n_tokens = 1437, truncated = 0
3.34.877.691 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.494 (> 0.100 thold), f_keep = 0.484
3.35.423.423 I slot launch_slot_: id  3 | task 1447 | processing task, is_child = 0
3.39.210.207 I slot print_timing: id  3 | task 1447 | prompt eval time =    2428.73 ms /  1408 tokens (    1.72 ms per token,   579.73 tokens per second)
3.39.210.222 I slot print_timing: id  3 | task 1447 |        eval time =    1357.85 ms /    32 tokens (   43.80 ms per token,    22.83 tokens per second)
3.39.210.224 I slot print_timing: id  3 | task 1447 |       total time =    3786.58 ms /  1440 tokens
3.39.210.226 I slot print_timing: id  3 | task 1447 |    graphs reused =       1258
3.39.210.499 I slot      release: id  3 | task 1447 | stop processing: n_tokens = 1439, truncated = 0
3.39.472.000 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.484
3.40.066.438 I slot launch_slot_: id  3 | task 1482 | processing task, is_child = 0
3.43.197.669 I slot print_timing: id  3 | task 1482 | prompt eval time =    2205.33 ms /  1401 tokens (    1.57 ms per token,   635.28 tokens per second)
3.43.197.710 I slot print_timing: id  3 | task 1482 |        eval time =     925.79 ms /    35 tokens (   27.23 ms per token,    36.73 tokens per second)
3.43.197.716 I slot print_timing: id  3 | task 1482 |       total time =    3131.12 ms /  1436 tokens
3.43.197.723 I slot print_timing: id  3 | task 1482 |    graphs reused =       1291
3.43.198.116 I slot      release: id  3 | task 1482 | stop processing: n_tokens = 1435, truncated = 0
3.43.389.918 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.485
3.43.768.843 I slot launch_slot_: id  3 | task 1520 | processing task, is_child = 0
3.47.516.910 I slot print_timing: id  3 | task 1520 | prompt eval time =    2426.88 ms /  1402 tokens (    1.73 ms per token,   577.70 tokens per second)
3.47.516.928 I slot print_timing: id  3 | task 1520 |        eval time =    1321.03 ms /    32 tokens (   42.61 ms per token,    23.47 tokens per second)
3.47.516.936 I slot print_timing: id  3 | task 1520 |       total time =    3747.91 ms /  1434 tokens
3.47.516.937 I slot print_timing: id  3 | task 1520 |    graphs reused =       1321
3.47.517.124 I slot      release: id  3 | task 1520 | stop processing: n_tokens = 1433, truncated = 0
3.47.831.056 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.486
3.48.415.751 I slot launch_slot_: id  3 | task 1555 | processing task, is_child = 0
3.52.419.039 I slot print_timing: id  3 | task 1555 | prompt eval time =    2398.06 ms /  1402 tokens (    1.71 ms per token,   584.64 tokens per second)
3.52.419.061 I slot print_timing: id  3 | task 1555 |        eval time =    1605.05 ms /    37 tokens (   44.58 ms per token,    22.43 tokens per second)
3.52.419.064 I slot print_timing: id  3 | task 1555 |       total time =    4003.11 ms /  1439 tokens
3.52.419.066 I slot print_timing: id  3 | task 1555 |    graphs reused =       1356
3.52.419.243 I slot      release: id  3 | task 1555 | stop processing: n_tokens = 1438, truncated = 0
3.52.717.004 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.484
3.53.317.896 I slot launch_slot_: id  3 | task 1595 | processing task, is_child = 0
3.56.676.549 I slot print_timing: id  3 | task 1595 | prompt eval time =    2119.79 ms /  1401 tokens (    1.51 ms per token,   660.92 tokens per second)
3.56.676.570 I slot print_timing: id  3 | task 1595 |        eval time =    1238.73 ms /    32 tokens (   39.96 ms per token,    25.03 tokens per second)
3.56.676.573 I slot print_timing: id  3 | task 1595 |       total time =    3358.52 ms /  1433 tokens
3.56.676.575 I slot print_timing: id  3 | task 1595 |    graphs reused =       1386
3.56.676.755 I slot      release: id  3 | task 1595 | stop processing: n_tokens = 1432, truncated = 0
3.57.016.249 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.486
3.57.698.200 I slot launch_slot_: id  3 | task 1630 | processing task, is_child = 0
4.01.908.233 I slot print_timing: id  3 | task 1630 | prompt eval time =    2668.39 ms /  1402 tokens (    1.90 ms per token,   525.41 tokens per second)
4.01.908.280 I slot print_timing: id  3 | task 1630 |        eval time =    1541.36 ms /    35 tokens (   45.33 ms per token,    22.06 tokens per second)
4.01.908.327 I slot print_timing: id  3 | task 1630 |       total time =    4209.75 ms /  1437 tokens
4.01.908.331 I slot print_timing: id  3 | task 1630 |    graphs reused =       1419
4.01.908.702 I slot      release: id  3 | task 1630 | stop processing: n_tokens = 1436, truncated = 0
4.02.297.753 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.485
4.03.032.328 I slot launch_slot_: id  3 | task 1668 | processing task, is_child = 0
4.07.188.227 I slot print_timing: id  3 | task 1668 | prompt eval time =    2622.39 ms /  1404 tokens (    1.87 ms per token,   535.39 tokens per second)
4.07.188.249 I slot print_timing: id  3 | task 1668 |        eval time =    1533.37 ms /    32 tokens (   49.46 ms per token,    20.22 tokens per second)
4.07.188.252 I slot print_timing: id  3 | task 1668 |       total time =    4155.76 ms /  1436 tokens
4.07.188.255 I slot print_timing: id  3 | task 1668 |    graphs reused =       1449
4.07.188.618 I slot      release: id  3 | task 1668 | stop processing: n_tokens = 1435, truncated = 0
4.07.665.282 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.486
4.08.471.473 I slot launch_slot_: id  3 | task 1703 | processing task, is_child = 0
4.12.523.172 I slot print_timing: id  3 | task 1703 | prompt eval time =    2608.55 ms /  1400 tokens (    1.86 ms per token,   536.70 tokens per second)
4.12.523.193 I slot print_timing: id  3 | task 1703 |        eval time =    1442.97 ms /    35 tokens (   42.44 ms per token,    23.56 tokens per second)
4.12.523.195 I slot print_timing: id  3 | task 1703 |       total time =    4051.52 ms /  1435 tokens
4.12.523.200 I slot print_timing: id  3 | task 1703 |    graphs reused =       1482
4.12.523.380 I slot      release: id  3 | task 1703 | stop processing: n_tokens = 1434, truncated = 0
4.12.845.005 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.486
4.13.206.559 I slot launch_slot_: id  3 | task 1741 | processing task, is_child = 0
4.16.899.293 I slot print_timing: id  3 | task 1741 | prompt eval time =    2267.37 ms /  1403 tokens (    1.62 ms per token,   618.78 tokens per second)
4.16.899.308 I slot print_timing: id  3 | task 1741 |        eval time =    1425.22 ms /    32 tokens (   45.97 ms per token,    21.75 tokens per second)
4.16.899.310 I slot print_timing: id  3 | task 1741 |       total time =    3692.59 ms /  1435 tokens
4.16.899.312 I slot print_timing: id  3 | task 1741 |    graphs reused =       1512
4.16.899.489 I slot      release: id  3 | task 1741 | stop processing: n_tokens = 1434, truncated = 0
4.17.167.419 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.486
4.17.816.180 I slot launch_slot_: id  3 | task 1776 | processing task, is_child = 0
4.21.598.652 I slot print_timing: id  3 | task 1776 | prompt eval time =    2369.20 ms /  1402 tokens (    1.69 ms per token,   591.76 tokens per second)
4.21.598.670 I slot print_timing: id  3 | task 1776 |        eval time =    1413.11 ms /    35 tokens (   41.56 ms per token,    24.06 tokens per second)
4.21.598.673 I slot print_timing: id  3 | task 1776 |       total time =    3782.31 ms /  1437 tokens
4.21.598.675 I slot print_timing: id  3 | task 1776 |    graphs reused =       1545
4.21.599.024 I slot      release: id  3 | task 1776 | stop processing: n_tokens = 1436, truncated = 0
4.22.009.836 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.485
4.22.613.404 I slot launch_slot_: id  3 | task 1814 | processing task, is_child = 0
4.25.861.279 I slot print_timing: id  3 | task 1814 | prompt eval time =    2358.65 ms /  1403 tokens (    1.68 ms per token,   594.83 tokens per second)
4.25.861.293 I slot print_timing: id  3 | task 1814 |        eval time =     889.12 ms /    32 tokens (   28.68 ms per token,    34.87 tokens per second)
4.25.861.295 I slot print_timing: id  3 | task 1814 |       total time =    3247.77 ms /  1435 tokens
4.25.861.297 I slot print_timing: id  3 | task 1814 |    graphs reused =       1575
4.25.861.531 I slot      release: id  3 | task 1814 | stop processing: n_tokens = 1434, truncated = 0
4.26.147.473 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.486
4.26.679.513 I slot launch_slot_: id  3 | task 1849 | processing task, is_child = 0
4.30.689.298 I slot print_timing: id  3 | task 1849 | prompt eval time =    2506.63 ms /  1404 tokens (    1.79 ms per token,   560.11 tokens per second)
4.30.689.325 I slot print_timing: id  3 | task 1849 |        eval time =    1502.98 ms /    35 tokens (   44.21 ms per token,    22.62 tokens per second)
4.30.689.328 I slot print_timing: id  3 | task 1849 |       total time =    4009.61 ms /  1439 tokens
4.30.689.331 I slot print_timing: id  3 | task 1849 |    graphs reused =       1608
4.30.689.684 I slot      release: id  3 | task 1849 | stop processing: n_tokens = 1438, truncated = 0
4.31.035.335 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.485
4.31.823.468 I slot launch_slot_: id  3 | task 1887 | processing task, is_child = 0
4.35.712.859 I slot print_timing: id  3 | task 1887 | prompt eval time =    2547.15 ms /  1402 tokens (    1.82 ms per token,   550.42 tokens per second)
4.35.712.879 I slot print_timing: id  3 | task 1887 |        eval time =    1341.89 ms /    32 tokens (   43.29 ms per token,    23.10 tokens per second)
4.35.712.883 I slot print_timing: id  3 | task 1887 |       total time =    3889.04 ms /  1434 tokens
4.35.712.886 I slot print_timing: id  3 | task 1887 |    graphs reused =       1638
4.35.713.142 I slot      release: id  3 | task 1887 | stop processing: n_tokens = 1433, truncated = 0
4.35.965.276 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.486
4.36.739.740 I slot launch_slot_: id  3 | task 1922 | processing task, is_child = 0
4.40.924.178 I slot print_timing: id  3 | task 1922 | prompt eval time =    2692.83 ms /  1402 tokens (    1.92 ms per token,   520.64 tokens per second)
4.40.924.201 I slot print_timing: id  3 | task 1922 |        eval time =    1491.48 ms /    35 tokens (   43.87 ms per token,    22.80 tokens per second)
4.40.924.203 I slot print_timing: id  3 | task 1922 |       total time =    4184.31 ms /  1437 tokens
4.40.924.206 I slot print_timing: id  3 | task 1922 |    graphs reused =       1671
4.40.924.465 I slot      release: id  3 | task 1922 | stop processing: n_tokens = 1436, truncated = 0
4.41.267.581 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.485
4.41.975.583 I slot launch_slot_: id  3 | task 1960 | processing task, is_child = 0
4.45.521.049 I slot print_timing: id  3 | task 1960 | prompt eval time =    2472.19 ms /  1402 tokens (    1.76 ms per token,   567.11 tokens per second)
4.45.521.062 I slot print_timing: id  3 | task 1960 |        eval time =    1073.11 ms /    35 tokens (   31.56 ms per token,    31.68 tokens per second)
4.45.521.064 I slot print_timing: id  3 | task 1960 |       total time =    3545.30 ms /  1437 tokens
4.45.521.065 I slot print_timing: id  3 | task 1960 |    graphs reused =       1704
4.45.521.250 I slot      release: id  3 | task 1960 | stop processing: n_tokens = 1436, truncated = 0
4.45.731.992 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.485
4.46.100.644 I slot launch_slot_: id  3 | task 1998 | processing task, is_child = 0
4.49.446.858 I slot print_timing: id  3 | task 1998 | prompt eval time =    1850.95 ms /  1402 tokens (    1.32 ms per token,   757.45 tokens per second)
4.49.446.876 I slot print_timing: id  3 | task 1998 |        eval time =    1495.17 ms /    32 tokens (   48.23 ms per token,    20.73 tokens per second)
4.49.446.878 I slot print_timing: id  3 | task 1998 |       total time =    3346.12 ms /  1434 tokens
4.49.446.881 I slot print_timing: id  3 | task 1998 |    graphs reused =       1734
4.49.447.057 I slot      release: id  3 | task 1998 | stop processing: n_tokens = 1433, truncated = 0
4.49.750.922 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.486
4.50.460.453 I slot launch_slot_: id  3 | task 2033 | processing task, is_child = 0
4.53.421.219 I slot print_timing: id  3 | task 2033 | prompt eval time =    2604.54 ms /  1404 tokens (    1.86 ms per token,   539.06 tokens per second)
4.53.421.233 I slot print_timing: id  3 | task 2033 |        eval time =     356.06 ms /     8 tokens (   50.87 ms per token,    19.66 tokens per second)
4.53.421.238 I slot print_timing: id  3 | task 2033 |       total time =    2960.61 ms /  1412 tokens
4.53.421.240 I slot print_timing: id  3 | task 2033 |    graphs reused =       1740
4.53.421.477 I slot      release: id  3 | task 2033 | stop processing: n_tokens = 1411, truncated = 0
4.53.782.963 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.495 (> 0.100 thold), f_keep = 0.493
4.54.488.377 I slot launch_slot_: id  3 | task 2044 | processing task, is_child = 0
4.57.387.798 I slot print_timing: id  3 | task 2044 | prompt eval time =    2547.89 ms /  1405 tokens (    1.81 ms per token,   551.44 tokens per second)
4.57.387.817 I slot print_timing: id  3 | task 2044 |        eval time =     351.39 ms /     8 tokens (   50.20 ms per token,    19.92 tokens per second)
4.57.387.819 I slot print_timing: id  3 | task 2044 |       total time =    2899.27 ms /  1413 tokens
4.57.387.821 I slot print_timing: id  3 | task 2044 |    graphs reused =       1746
4.57.388.074 I slot      release: id  3 | task 2044 | stop processing: n_tokens = 1412, truncated = 0
4.57.759.749 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.493
4.58.444.169 I slot launch_slot_: id  3 | task 2055 | processing task, is_child = 0
5.02.437.944 I slot print_timing: id  3 | task 2055 | prompt eval time =    2601.13 ms /  1401 tokens (    1.86 ms per token,   538.61 tokens per second)
5.02.437.960 I slot print_timing: id  3 | task 2055 |        eval time =    1392.50 ms /    32 tokens (   44.92 ms per token,    22.26 tokens per second)
5.02.437.963 I slot print_timing: id  3 | task 2055 |       total time =    3993.63 ms /  1433 tokens
5.02.437.964 I slot print_timing: id  3 | task 2055 |    graphs reused =       1776
5.02.438.150 I slot      release: id  3 | task 2055 | stop processing: n_tokens = 1432, truncated = 0
5.02.647.380 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.486
5.02.952.812 I slot launch_slot_: id  3 | task 2090 | processing task, is_child = 0
5.05.747.060 I slot print_timing: id  3 | task 2090 | prompt eval time =    2328.95 ms /  1398 tokens (    1.67 ms per token,   600.27 tokens per second)
5.05.747.076 I slot print_timing: id  3 | task 2090 |        eval time =     465.15 ms /    11 tokens (   46.52 ms per token,    21.50 tokens per second)
5.05.747.079 I slot print_timing: id  3 | task 2090 |       total time =    2794.10 ms /  1409 tokens
5.05.747.080 I slot print_timing: id  3 | task 2090 |    graphs reused =       1785
5.05.747.341 I slot      release: id  3 | task 2090 | stop processing: n_tokens = 1408, truncated = 0
5.05.997.212 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.495 (> 0.100 thold), f_keep = 0.494
5.06.572.624 I slot launch_slot_: id  3 | task 2104 | processing task, is_child = 0
5.10.070.813 I slot print_timing: id  3 | task 2104 | prompt eval time =    2323.50 ms /  1405 tokens (    1.65 ms per token,   604.69 tokens per second)
5.10.070.835 I slot print_timing: id  3 | task 2104 |        eval time =    1174.60 ms /    29 tokens (   41.95 ms per token,    23.84 tokens per second)
5.10.070.837 I slot print_timing: id  3 | task 2104 |       total time =    3498.09 ms /  1434 tokens
5.10.070.839 I slot print_timing: id  3 | task 2104 |    graphs reused =       1812
5.10.071.073 I slot      release: id  3 | task 2104 | stop processing: n_tokens = 1433, truncated = 0
5.10.371.107 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.486
5.10.915.537 I slot launch_slot_: id  3 | task 2136 | processing task, is_child = 0
5.14.053.814 I slot print_timing: id  3 | task 2136 | prompt eval time =    2236.21 ms /  1401 tokens (    1.60 ms per token,   626.51 tokens per second)
5.14.053.839 I slot print_timing: id  3 | task 2136 |        eval time =     901.87 ms /    29 tokens (   32.21 ms per token,    31.05 tokens per second)
5.14.053.841 I slot print_timing: id  3 | task 2136 |       total time =    3138.07 ms /  1430 tokens
5.14.053.843 I slot print_timing: id  3 | task 2136 |    graphs reused =       1839
5.14.054.154 I slot      release: id  3 | task 2136 | stop processing: n_tokens = 1429, truncated = 0
5.14.316.484 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.487
5.14.889.030 I slot launch_slot_: id  3 | task 2168 | processing task, is_child = 0
5.18.522.820 I slot print_timing: id  3 | task 2168 | prompt eval time =    2380.72 ms /  1401 tokens (    1.70 ms per token,   588.48 tokens per second)
5.18.522.839 I slot print_timing: id  3 | task 2168 |        eval time =    1252.97 ms /    29 tokens (   44.75 ms per token,    22.35 tokens per second)
5.18.522.841 I slot print_timing: id  3 | task 2168 |       total time =    3633.69 ms /  1430 tokens
5.18.522.844 I slot print_timing: id  3 | task 2168 |    graphs reused =       1866
5.18.523.022 I slot      release: id  3 | task 2168 | stop processing: n_tokens = 1429, truncated = 0
5.18.789.533 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.487
5.19.309.120 I slot launch_slot_: id  3 | task 2200 | processing task, is_child = 0
5.23.224.244 I slot print_timing: id  3 | task 2200 | prompt eval time =    2470.91 ms /  1399 tokens (    1.77 ms per token,   566.19 tokens per second)
5.23.224.264 I slot print_timing: id  3 | task 2200 |        eval time =    1444.07 ms /    32 tokens (   46.58 ms per token,    21.47 tokens per second)
5.23.224.266 I slot print_timing: id  3 | task 2200 |       total time =    3914.98 ms /  1431 tokens
5.23.224.268 I slot print_timing: id  3 | task 2200 |    graphs reused =       1896
5.23.224.465 I slot      release: id  3 | task 2200 | stop processing: n_tokens = 1430, truncated = 0
5.23.580.861 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.487
5.24.335.657 I slot launch_slot_: id  3 | task 2235 | processing task, is_child = 0
5.28.138.786 I slot print_timing: id  3 | task 2235 | prompt eval time =    2498.45 ms /  1400 tokens (    1.78 ms per token,   560.35 tokens per second)
5.28.138.800 I slot print_timing: id  3 | task 2235 |        eval time =    1304.52 ms /    32 tokens (   42.08 ms per token,    23.76 tokens per second)
5.28.138.802 I slot print_timing: id  3 | task 2235 |       total time =    3802.97 ms /  1432 tokens
5.28.138.804 I slot print_timing: id  3 | task 2235 |    graphs reused =       1926
5.28.138.992 I slot      release: id  3 | task 2235 | stop processing: n_tokens = 1431, truncated = 0
5.28.448.406 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.486
5.29.044.922 I slot launch_slot_: id  3 | task 2270 | processing task, is_child = 0
5.32.124.813 I slot print_timing: id  3 | task 2270 | prompt eval time =    2539.24 ms /  1399 tokens (    1.82 ms per token,   550.95 tokens per second)
5.32.124.839 I slot print_timing: id  3 | task 2270 |        eval time =     540.50 ms /    11 tokens (   54.05 ms per token,    18.50 tokens per second)
5.32.124.842 I slot print_timing: id  3 | task 2270 |       total time =    3079.74 ms /  1410 tokens
5.32.124.844 I slot print_timing: id  3 | task 2270 |    graphs reused =       1935
