0.00.376.923 W srv  llama_server: -----------------
0.00.376.945 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.376.947 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.376.948 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.376.949 W srv  llama_server: -----------------
0.00.390.725 I srv    load_model: loading model 'C:/code/covenant-agent/baselines/qwen/models/qwen3.5-0.8b-s4-q8-fixed.gguf'
0.07.039.225 I cmn          init: llama threadpool init, n_threads = 12
0.07.209.938 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.07.271.571 I srv  llama_server: model loaded
0.07.271.590 I srv  llama_server: listening on http://127.0.0.1:8079
0.13.574.713 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
2.40.440.061 I slot print_timing: id  3 | task 1017 |    graphs reused =        843
2.40.440.259 I slot      release: id  3 | task 1017 | stop processing: n_tokens = 1538, truncated = 0
2.40.719.590 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.510
2.40.721.187 I slot launch_slot_: id  3 | task 1043 | processing task, is_child = 0
2.44.796.073 I slot print_timing: id  3 | task 1043 | prompt eval time =    2466.31 ms /  1515 tokens (    1.63 ms per token,   614.28 tokens per second)
2.44.796.097 I slot print_timing: id  3 | task 1043 |        eval time =    1608.47 ms /    32 tokens (   51.89 ms per token,    19.27 tokens per second)
2.44.796.099 I slot print_timing: id  3 | task 1043 |       total time =    4074.78 ms /  1547 tokens
2.44.796.101 I slot print_timing: id  3 | task 1043 |    graphs reused =        872
2.44.796.454 I slot      release: id  3 | task 1043 | stop processing: n_tokens = 1546, truncated = 0
2.44.957.386 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.517 (> 0.100 thold), f_keep = 0.508
2.44.958.393 I slot launch_slot_: id  3 | task 1078 | processing task, is_child = 0
2.48.297.904 I slot print_timing: id  3 | task 1078 | prompt eval time =    1990.51 ms /  1517 tokens (    1.31 ms per token,   762.12 tokens per second)
2.48.297.941 I slot print_timing: id  3 | task 1078 |        eval time =    1348.92 ms /    27 tokens (   51.88 ms per token,    19.27 tokens per second)
2.48.297.945 I slot print_timing: id  3 | task 1078 |       total time =    3339.43 ms /  1544 tokens
2.48.297.952 I slot print_timing: id  3 | task 1078 |    graphs reused =        896
2.48.298.293 I slot      release: id  3 | task 1078 | stop processing: n_tokens = 1543, truncated = 0
2.48.472.648 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.509
2.48.474.133 I slot launch_slot_: id  3 | task 1108 | processing task, is_child = 0
2.51.964.255 I slot print_timing: id  3 | task 1108 | prompt eval time =    1976.36 ms /  1515 tokens (    1.30 ms per token,   766.56 tokens per second)
2.51.964.288 I slot print_timing: id  3 | task 1108 |        eval time =    1513.66 ms /    30 tokens (   52.20 ms per token,    19.16 tokens per second)
2.51.964.291 I slot print_timing: id  3 | task 1108 |       total time =    3490.01 ms /  1545 tokens
2.51.964.293 I slot print_timing: id  3 | task 1108 |    graphs reused =        923
2.51.964.587 I slot      release: id  3 | task 1108 | stop processing: n_tokens = 1544, truncated = 0
2.52.228.028 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.508
2.52.230.216 I slot launch_slot_: id  3 | task 1141 | processing task, is_child = 0
2.56.865.845 I slot print_timing: id  3 | task 1141 | prompt eval time =    2460.36 ms /  1515 tokens (    1.62 ms per token,   615.76 tokens per second)
2.56.865.872 I slot print_timing: id  3 | task 1141 |        eval time =    2174.91 ms /    32 tokens (   70.16 ms per token,    14.25 tokens per second)
2.56.865.874 I slot print_timing: id  3 | task 1141 |       total time =    4635.26 ms /  1547 tokens
2.56.865.877 I slot print_timing: id  3 | task 1141 |    graphs reused =        952
2.56.866.190 I slot      release: id  3 | task 1141 | stop processing: n_tokens = 1546, truncated = 0
2.57.209.944 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.508
2.57.211.421 I slot launch_slot_: id  3 | task 1176 | processing task, is_child = 0
3.00.197.909 I slot print_timing: id  3 | task 1176 | prompt eval time =    2525.54 ms /  1515 tokens (    1.67 ms per token,   599.87 tokens per second)
3.00.197.931 I slot print_timing: id  3 | task 1176 |        eval time =     460.84 ms /    11 tokens (   46.08 ms per token,    21.70 tokens per second)
3.00.197.934 I slot print_timing: id  3 | task 1176 |       total time =    2986.37 ms /  1526 tokens
3.00.197.943 I slot print_timing: id  3 | task 1176 |    graphs reused =        961
3.00.198.217 I slot      release: id  3 | task 1176 | stop processing: n_tokens = 1525, truncated = 0
3.00.407.142 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.517 (> 0.100 thold), f_keep = 0.514
3.00.409.071 I slot launch_slot_: id  3 | task 1190 | processing task, is_child = 0
3.04.253.589 I slot print_timing: id  3 | task 1190 | prompt eval time =    2406.55 ms /  1515 tokens (    1.59 ms per token,   629.53 tokens per second)
3.04.253.611 I slot print_timing: id  3 | task 1190 |        eval time =    1437.84 ms /    31 tokens (   47.93 ms per token,    20.86 tokens per second)
3.04.253.614 I slot print_timing: id  3 | task 1190 |       total time =    3844.38 ms /  1546 tokens
3.04.253.616 I slot print_timing: id  3 | task 1190 |    graphs reused =        989
3.04.253.882 I slot      release: id  3 | task 1190 | stop processing: n_tokens = 1545, truncated = 0
3.04.528.957 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.507
3.04.530.640 I slot launch_slot_: id  3 | task 1224 | processing task, is_child = 0
3.08.256.484 I slot print_timing: id  3 | task 1224 | prompt eval time =    2440.77 ms /  1514 tokens (    1.61 ms per token,   620.30 tokens per second)
3.08.256.507 I slot print_timing: id  3 | task 1224 |        eval time =    1284.95 ms /    30 tokens (   44.31 ms per token,    22.57 tokens per second)
3.08.256.510 I slot print_timing: id  3 | task 1224 |       total time =    3725.72 ms /  1544 tokens
3.08.256.512 I slot print_timing: id  3 | task 1224 |    graphs reused =       1016
3.08.256.783 I slot      release: id  3 | task 1224 | stop processing: n_tokens = 1543, truncated = 0
3.08.424.473 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.508
3.08.425.699 I slot launch_slot_: id  3 | task 1257 | processing task, is_child = 0
3.11.515.242 I slot print_timing: id  3 | task 1257 | prompt eval time =    2048.02 ms /  1513 tokens (    1.35 ms per token,   738.76 tokens per second)
3.11.515.264 I slot print_timing: id  3 | task 1257 |        eval time =    1041.41 ms /    22 tokens (   49.59 ms per token,    20.16 tokens per second)
3.11.515.267 I slot print_timing: id  3 | task 1257 |       total time =    3089.43 ms /  1535 tokens
3.11.515.269 I slot print_timing: id  3 | task 1257 |    graphs reused =       1036
3.11.515.520 I slot      release: id  3 | task 1257 | stop processing: n_tokens = 1534, truncated = 0
3.11.803.066 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.511
3.11.804.292 I slot launch_slot_: id  3 | task 1282 | processing task, is_child = 0
3.15.645.815 I slot print_timing: id  3 | task 1282 | prompt eval time =    2569.10 ms /  1512 tokens (    1.70 ms per token,   588.53 tokens per second)
3.15.645.831 I slot print_timing: id  3 | task 1282 |        eval time =    1272.35 ms /    23 tokens (   57.83 ms per token,    17.29 tokens per second)
3.15.645.833 I slot print_timing: id  3 | task 1282 |       total time =    3841.44 ms /  1535 tokens
3.15.645.835 I slot print_timing: id  3 | task 1282 |    graphs reused =       1057
3.15.646.021 I slot      release: id  3 | task 1282 | stop processing: n_tokens = 1534, truncated = 0
3.15.908.000 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
3.15.909.183 I slot launch_slot_: id  3 | task 1308 | processing task, is_child = 0
3.19.713.836 I slot print_timing: id  3 | task 1308 | prompt eval time =    2459.74 ms /  1514 tokens (    1.62 ms per token,   615.51 tokens per second)
3.19.713.850 I slot print_timing: id  3 | task 1308 |        eval time =    1344.84 ms /    24 tokens (   58.47 ms per token,    17.10 tokens per second)
3.19.713.853 I slot print_timing: id  3 | task 1308 |       total time =    3804.57 ms /  1538 tokens
3.19.713.854 I slot print_timing: id  3 | task 1308 |    graphs reused =       1078
3.19.714.091 I slot      release: id  3 | task 1308 | stop processing: n_tokens = 1537, truncated = 0
3.19.929.173 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.510
3.19.930.885 I slot launch_slot_: id  3 | task 1335 | processing task, is_child = 0
3.23.094.161 I slot print_timing: id  3 | task 1335 | prompt eval time =    2276.03 ms /  1513 tokens (    1.50 ms per token,   664.75 tokens per second)
3.23.094.175 I slot print_timing: id  3 | task 1335 |        eval time =     887.04 ms /    24 tokens (   38.57 ms per token,    25.93 tokens per second)
3.23.094.177 I slot print_timing: id  3 | task 1335 |       total time =    3163.07 ms /  1537 tokens
3.23.094.179 I slot print_timing: id  3 | task 1335 |    graphs reused =       1100
3.23.094.367 I slot      release: id  3 | task 1335 | stop processing: n_tokens = 1536, truncated = 0
3.23.390.069 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.510
3.23.391.253 I slot launch_slot_: id  3 | task 1362 | processing task, is_child = 0
3.27.156.789 I slot print_timing: id  3 | task 1362 | prompt eval time =    2253.59 ms /  1514 tokens (    1.49 ms per token,   671.82 tokens per second)
3.27.156.819 I slot print_timing: id  3 | task 1362 |        eval time =    1511.86 ms /    32 tokens (   48.77 ms per token,    20.50 tokens per second)
3.27.156.821 I slot print_timing: id  3 | task 1362 |       total time =    3765.45 ms /  1546 tokens
3.27.156.823 I slot print_timing: id  3 | task 1362 |    graphs reused =       1129
3.27.157.187 I slot      release: id  3 | task 1362 | stop processing: n_tokens = 1545, truncated = 0
3.27.451.021 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.507
3.27.452.621 I slot launch_slot_: id  3 | task 1397 | processing task, is_child = 0
3.31.433.893 I slot print_timing: id  3 | task 1397 | prompt eval time =    2445.71 ms /  1514 tokens (    1.62 ms per token,   619.04 tokens per second)
3.31.433.912 I slot print_timing: id  3 | task 1397 |        eval time =    1535.45 ms /    27 tokens (   59.06 ms per token,    16.93 tokens per second)
3.31.433.914 I slot print_timing: id  3 | task 1397 |       total time =    3981.17 ms /  1541 tokens
3.31.433.916 I slot print_timing: id  3 | task 1397 |    graphs reused =       1153
3.31.434.108 I slot      release: id  3 | task 1397 | stop processing: n_tokens = 1540, truncated = 0
3.31.693.285 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.509
3.31.694.918 I slot launch_slot_: id  3 | task 1427 | processing task, is_child = 0
3.35.501.554 I slot print_timing: id  3 | task 1427 | prompt eval time =    2348.16 ms /  1513 tokens (    1.55 ms per token,   644.33 tokens per second)
3.35.501.567 I slot print_timing: id  3 | task 1427 |        eval time =    1458.38 ms /    30 tokens (   50.29 ms per token,    19.89 tokens per second)
3.35.501.569 I slot print_timing: id  3 | task 1427 |       total time =    3806.54 ms /  1543 tokens
3.35.501.571 I slot print_timing: id  3 | task 1427 |    graphs reused =       1180
3.35.501.779 I slot      release: id  3 | task 1427 | stop processing: n_tokens = 1542, truncated = 0
3.35.734.465 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.508
3.35.735.857 I slot launch_slot_: id  3 | task 1460 | processing task, is_child = 0
3.39.571.553 I slot print_timing: id  3 | task 1460 | prompt eval time =    2440.66 ms /  1514 tokens (    1.61 ms per token,   620.32 tokens per second)
3.39.571.582 I slot print_timing: id  3 | task 1460 |        eval time =    1394.88 ms /    32 tokens (   45.00 ms per token,    22.22 tokens per second)
3.39.571.584 I slot print_timing: id  3 | task 1460 |       total time =    3835.53 ms /  1546 tokens
3.39.571.586 I slot print_timing: id  3 | task 1460 |    graphs reused =       1209
3.39.571.807 I slot      release: id  3 | task 1460 | stop processing: n_tokens = 1545, truncated = 0
3.39.754.424 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.517 (> 0.100 thold), f_keep = 0.507
3.39.755.340 I slot launch_slot_: id  3 | task 1495 | processing task, is_child = 0
3.43.653.908 I slot print_timing: id  3 | task 1495 | prompt eval time =    2447.27 ms /  1516 tokens (    1.61 ms per token,   619.47 tokens per second)
3.43.653.928 I slot print_timing: id  3 | task 1495 |        eval time =    1451.20 ms /    24 tokens (   63.10 ms per token,    15.85 tokens per second)
3.43.653.931 I slot print_timing: id  3 | task 1495 |       total time =    3898.47 ms /  1540 tokens
3.43.653.933 I slot print_timing: id  3 | task 1495 |    graphs reused =       1230
3.43.654.138 I slot      release: id  3 | task 1495 | stop processing: n_tokens = 1539, truncated = 0
3.44.058.849 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.510
3.44.060.074 I slot launch_slot_: id  3 | task 1522 | processing task, is_child = 0
3.47.238.407 I slot print_timing: id  3 | task 1522 | prompt eval time =    2085.03 ms /  1512 tokens (    1.38 ms per token,   725.17 tokens per second)
3.47.238.419 I slot print_timing: id  3 | task 1522 |        eval time =    1093.21 ms /    30 tokens (   37.70 ms per token,    26.53 tokens per second)
3.47.238.421 I slot print_timing: id  3 | task 1522 |       total time =    3178.24 ms /  1542 tokens
3.47.238.422 I slot print_timing: id  3 | task 1522 |    graphs reused =       1257
3.47.238.687 I slot      release: id  3 | task 1522 | stop processing: n_tokens = 1541, truncated = 0
3.47.512.055 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.509
3.47.513.491 I slot launch_slot_: id  3 | task 1555 | processing task, is_child = 0
3.51.070.841 I slot print_timing: id  3 | task 1555 | prompt eval time =    2133.51 ms /  1515 tokens (    1.41 ms per token,   710.10 tokens per second)
3.51.070.855 I slot print_timing: id  3 | task 1555 |        eval time =    1423.72 ms /    23 tokens (   64.71 ms per token,    15.45 tokens per second)
3.51.070.858 I slot print_timing: id  3 | task 1555 |       total time =    3557.24 ms /  1538 tokens
3.51.070.860 I slot print_timing: id  3 | task 1555 |    graphs reused =       1277
3.51.071.631 I slot      release: id  3 | task 1555 | stop processing: n_tokens = 1537, truncated = 0
3.51.331.946 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
3.51.333.105 I slot launch_slot_: id  3 | task 1581 | processing task, is_child = 0
3.55.469.560 I slot print_timing: id  3 | task 1581 | prompt eval time =    2670.89 ms /  1514 tokens (    1.76 ms per token,   566.85 tokens per second)
3.55.469.579 I slot print_timing: id  3 | task 1581 |        eval time =    1465.47 ms /    23 tokens (   66.61 ms per token,    15.01 tokens per second)
3.55.469.582 I slot print_timing: id  3 | task 1581 |       total time =    4136.36 ms /  1537 tokens
3.55.469.583 I slot print_timing: id  3 | task 1581 |    graphs reused =       1298
3.55.469.830 I slot      release: id  3 | task 1581 | stop processing: n_tokens = 1536, truncated = 0
3.55.700.450 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
3.55.701.857 I slot launch_slot_: id  3 | task 1607 | processing task, is_child = 0
3.59.931.277 I slot print_timing: id  3 | task 1607 | prompt eval time =    2627.28 ms /  1515 tokens (    1.73 ms per token,   576.64 tokens per second)
3.59.931.294 I slot print_timing: id  3 | task 1607 |        eval time =    1602.05 ms /    32 tokens (   51.68 ms per token,    19.35 tokens per second)
3.59.931.296 I slot print_timing: id  3 | task 1607 |       total time =    4229.33 ms /  1547 tokens
3.59.931.298 I slot print_timing: id  3 | task 1607 |    graphs reused =       1327
3.59.931.525 I slot      release: id  3 | task 1607 | stop processing: n_tokens = 1546, truncated = 0
4.00.221.151 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.508
4.00.222.769 I slot launch_slot_: id  3 | task 1642 | processing task, is_child = 0
4.04.291.561 I slot print_timing: id  3 | task 1642 | prompt eval time =    2615.61 ms /  1516 tokens (    1.73 ms per token,   579.60 tokens per second)
4.04.291.574 I slot print_timing: id  3 | task 1642 |        eval time =    1453.08 ms /    32 tokens (   46.87 ms per token,    21.33 tokens per second)
4.04.291.576 I slot print_timing: id  3 | task 1642 |       total time =    4068.69 ms /  1548 tokens
4.04.291.578 I slot print_timing: id  3 | task 1642 |    graphs reused =       1356
4.04.291.787 I slot      release: id  3 | task 1642 | stop processing: n_tokens = 1547, truncated = 0
4.04.543.426 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.507
4.04.544.828 I slot launch_slot_: id  3 | task 1677 | processing task, is_child = 0
4.07.672.222 I slot print_timing: id  3 | task 1677 | prompt eval time =    2055.62 ms /  1514 tokens (    1.36 ms per token,   736.52 tokens per second)
4.07.672.243 I slot print_timing: id  3 | task 1677 |        eval time =    1071.65 ms /    28 tokens (   39.69 ms per token,    25.19 tokens per second)
4.07.672.246 I slot print_timing: id  3 | task 1677 |       total time =    3127.27 ms /  1542 tokens
4.07.672.247 I slot print_timing: id  3 | task 1677 |    graphs reused =       1381
4.07.672.598 I slot      release: id  3 | task 1677 | stop processing: n_tokens = 1541, truncated = 0
4.07.921.983 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.509
4.07.923.768 I slot launch_slot_: id  3 | task 1708 | processing task, is_child = 0
4.11.653.505 I slot print_timing: id  3 | task 1708 | prompt eval time =    2183.34 ms /  1514 tokens (    1.44 ms per token,   693.43 tokens per second)
4.11.653.523 I slot print_timing: id  3 | task 1708 |        eval time =    1546.29 ms /    30 tokens (   53.32 ms per token,    18.75 tokens per second)
4.11.653.526 I slot print_timing: id  3 | task 1708 |       total time =    3729.62 ms /  1544 tokens
4.11.653.528 I slot print_timing: id  3 | task 1708 |    graphs reused =       1408
4.11.653.738 I slot      release: id  3 | task 1708 | stop processing: n_tokens = 1543, truncated = 0
4.11.880.941 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.509
4.11.882.164 I slot launch_slot_: id  3 | task 1741 | processing task, is_child = 0
4.15.838.129 I slot print_timing: id  3 | task 1741 | prompt eval time =    2608.67 ms /  1514 tokens (    1.72 ms per token,   580.37 tokens per second)
4.15.838.144 I slot print_timing: id  3 | task 1741 |        eval time =    1347.20 ms /    23 tokens (   61.24 ms per token,    16.33 tokens per second)
4.15.838.147 I slot print_timing: id  3 | task 1741 |       total time =    3955.88 ms /  1537 tokens
4.15.838.154 I slot print_timing: id  3 | task 1741 |    graphs reused =       1429
4.15.838.394 I slot      release: id  3 | task 1741 | stop processing: n_tokens = 1536, truncated = 0
4.16.229.377 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
4.16.231.110 I slot launch_slot_: id  3 | task 1767 | processing task, is_child = 0
4.20.759.176 I slot print_timing: id  3 | task 1767 | prompt eval time =    2644.23 ms /  1514 tokens (    1.75 ms per token,   572.57 tokens per second)
4.20.759.193 I slot print_timing: id  3 | task 1767 |        eval time =    1883.70 ms /    33 tokens (   58.87 ms per token,    16.99 tokens per second)
4.20.759.195 I slot print_timing: id  3 | task 1767 |       total time =    4527.93 ms /  1547 tokens
4.20.759.197 I slot print_timing: id  3 | task 1767 |    graphs reused =       1459
4.20.759.472 I slot      release: id  3 | task 1767 | stop processing: n_tokens = 1546, truncated = 0
4.21.025.979 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.507
4.21.027.495 I slot launch_slot_: id  3 | task 1803 | processing task, is_child = 0
4.23.890.132 I slot print_timing: id  3 | task 1803 | prompt eval time =    2535.82 ms /  1513 tokens (    1.68 ms per token,   596.65 tokens per second)
4.23.890.154 I slot print_timing: id  3 | task 1803 |        eval time =     326.71 ms /     8 tokens (   46.67 ms per token,    21.43 tokens per second)
4.23.890.156 I slot print_timing: id  3 | task 1803 |       total time =    2862.53 ms /  1521 tokens
4.23.890.158 I slot print_timing: id  3 | task 1803 |    graphs reused =       1465
4.23.890.367 I slot      release: id  3 | task 1803 | stop processing: n_tokens = 1520, truncated = 0
4.24.104.033 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.516
4.24.105.667 I slot launch_slot_: id  3 | task 1814 | processing task, is_child = 0
4.28.152.203 I slot print_timing: id  3 | task 1814 | prompt eval time =    2607.89 ms /  1514 tokens (    1.72 ms per token,   580.55 tokens per second)
4.28.152.229 I slot print_timing: id  3 | task 1814 |        eval time =    1438.51 ms /    32 tokens (   46.40 ms per token,    21.55 tokens per second)
4.28.152.232 I slot print_timing: id  3 | task 1814 |       total time =    4046.41 ms /  1546 tokens
4.28.152.235 I slot print_timing: id  3 | task 1814 |    graphs reused =       1494
4.28.154.723 I slot      release: id  3 | task 1814 | stop processing: n_tokens = 1545, truncated = 0
4.28.439.406 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.517 (> 0.100 thold), f_keep = 0.507
4.28.441.496 I slot launch_slot_: id  3 | task 1849 | processing task, is_child = 0
4.31.882.341 I slot print_timing: id  3 | task 1849 | prompt eval time =    2617.61 ms /  1516 tokens (    1.73 ms per token,   579.16 tokens per second)
4.31.882.364 I slot print_timing: id  3 | task 1849 |        eval time =     823.14 ms /    14 tokens (   63.32 ms per token,    15.79 tokens per second)
4.31.882.366 I slot print_timing: id  3 | task 1849 |       total time =    3440.74 ms /  1530 tokens
4.31.882.368 I slot print_timing: id  3 | task 1849 |    graphs reused =       1506
4.31.882.626 I slot      release: id  3 | task 1849 | stop processing: n_tokens = 1529, truncated = 0
4.32.372.152 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.515 (> 0.100 thold), f_keep = 0.513
4.32.373.755 I slot launch_slot_: id  3 | task 1866 | processing task, is_child = 0
4.36.693.786 I slot print_timing: id  3 | task 1866 | prompt eval time =    2755.92 ms /  1521 tokens (    1.81 ms per token,   551.90 tokens per second)
4.36.693.810 I slot print_timing: id  3 | task 1866 |        eval time =    1564.01 ms /    28 tokens (   57.93 ms per token,    17.26 tokens per second)
4.36.693.813 I slot print_timing: id  3 | task 1866 |       total time =    4319.93 ms /  1549 tokens
4.36.693.814 I slot print_timing: id  3 | task 1866 |    graphs reused =       1531
4.36.694.027 I slot      release: id  3 | task 1866 | stop processing: n_tokens = 1548, truncated = 0
4.37.005.531 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.520 (> 0.100 thold), f_keep = 0.506
4.37.006.820 I slot launch_slot_: id  3 | task 1897 | processing task, is_child = 0
4.40.834.430 I slot print_timing: id  3 | task 1897 | prompt eval time =    2166.35 ms /  1508 tokens (    1.44 ms per token,   696.10 tokens per second)
4.40.834.449 I slot print_timing: id  3 | task 1897 |        eval time =    1661.17 ms /    31 tokens (   55.37 ms per token,    18.06 tokens per second)
4.40.834.451 I slot print_timing: id  3 | task 1897 |       total time =    3827.52 ms /  1539 tokens
4.40.834.453 I slot print_timing: id  3 | task 1897 |    graphs reused =       1559
4.40.834.647 I slot      release: id  3 | task 1897 | stop processing: n_tokens = 1538, truncated = 0
4.41.131.605 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.510
4.41.133.225 I slot launch_slot_: id  3 | task 1931 | processing task, is_child = 0
4.45.236.012 I slot print_timing: id  3 | task 1931 | prompt eval time =    2573.49 ms /  1510 tokens (    1.70 ms per token,   586.75 tokens per second)
4.45.236.032 I slot print_timing: id  3 | task 1931 |        eval time =    1529.17 ms /    31 tokens (   50.97 ms per token,    19.62 tokens per second)
4.45.236.035 I slot print_timing: id  3 | task 1931 |       total time =    4102.67 ms /  1541 tokens
4.45.236.037 I slot print_timing: id  3 | task 1931 |    graphs reused =       1587
4.45.236.234 I slot      release: id  3 | task 1931 | stop processing: n_tokens = 1540, truncated = 0
4.45.509.972 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.509
4.45.511.937 I slot launch_slot_: id  3 | task 1965 | processing task, is_child = 0
4.49.343.718 I slot print_timing: id  3 | task 1965 | prompt eval time =    2507.82 ms /  1510 tokens (    1.66 ms per token,   602.12 tokens per second)
4.49.343.733 I slot print_timing: id  3 | task 1965 |        eval time =    1323.80 ms /    32 tokens (   42.70 ms per token,    23.42 tokens per second)
4.49.343.736 I slot print_timing: id  3 | task 1965 |       total time =    3831.62 ms /  1542 tokens
4.49.343.738 I slot print_timing: id  3 | task 1965 |    graphs reused =       1616
4.49.344.034 I slot      release: id  3 | task 1965 | stop processing: n_tokens = 1541, truncated = 0
4.49.575.115 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.520 (> 0.100 thold), f_keep = 0.509
4.49.576.593 I slot launch_slot_: id  3 | task 2000 | processing task, is_child = 0
4.53.488.429 I slot print_timing: id  3 | task 2000 | prompt eval time =    2474.04 ms /  1508 tokens (    1.64 ms per token,   609.53 tokens per second)
4.53.488.455 I slot print_timing: id  3 | task 2000 |        eval time =    1437.66 ms /    31 tokens (   47.92 ms per token,    20.87 tokens per second)
4.53.488.458 I slot print_timing: id  3 | task 2000 |       total time =    3911.70 ms /  1539 tokens
4.53.488.460 I slot print_timing: id  3 | task 2000 |    graphs reused =       1644
4.53.488.745 I slot      release: id  3 | task 2000 | stop processing: n_tokens = 1538, truncated = 0
4.53.823.650 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.520 (> 0.100 thold), f_keep = 0.510
4.53.825.658 I slot launch_slot_: id  3 | task 2034 | processing task, is_child = 0
4.57.110.126 I slot print_timing: id  3 | task 2034 | prompt eval time =    2518.22 ms /  1509 tokens (    1.67 ms per token,   599.23 tokens per second)
4.57.110.151 I slot print_timing: id  3 | task 2034 |        eval time =     766.13 ms /    20 tokens (   40.32 ms per token,    24.80 tokens per second)
4.57.110.155 I slot print_timing: id  3 | task 2034 |       total time =    3284.35 ms /  1529 tokens
4.57.110.157 I slot print_timing: id  3 | task 2034 |    graphs reused =       1662
4.57.110.425 I slot      release: id  3 | task 2034 | stop processing: n_tokens = 1528, truncated = 0
4.57.379.116 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.501 (> 0.100 thold), f_keep = 0.513
4.57.380.767 I slot launch_slot_: id  3 | task 2057 | processing task, is_child = 0
5.01.457.987 I slot print_timing: id  3 | task 2057 | prompt eval time =    2585.43 ms /  1564 tokens (    1.65 ms per token,   604.93 tokens per second)
5.01.458.006 I slot print_timing: id  3 | task 2057 |        eval time =    1491.69 ms /    31 tokens (   49.72 ms per token,    20.11 tokens per second)
5.01.458.008 I slot print_timing: id  3 | task 2057 |       total time =    4077.12 ms /  1595 tokens
5.01.458.010 I slot print_timing: id  3 | task 2057 |    graphs reused =       1691
